date,district,lat,lon,month,pressure,temp_min,temp_max,temp_avg,humidity,wind_speed,cloud_cover,rainfall,rainfall_3d,precipitation_type,hailstorm_label,thunderstorm_label,soil_type,soil_moisture,slope,elevation,ndvi,earthquake_prone,flood_label,landslide_label,heatwave_label,coldwave_label
2020-01-09,Bishnupur,24.6,93.8,1,1017.5973191088306,4.842722119271983,27.506741313568252,16.17473171642012,87.19337405993954,3.422439894465644,61.917928960070796,1.2635248492399613,,rain,0,0,Clay,31.14082186954946,6,770,0.58,False,0,0,0,0
2020-01-12,Bishnupur,24.6,93.8,1,1007.5890990567087,3.9843477999959376,19.68737893372579,11.835863366860863,60.59182765192516,4.92307480590282,78.51989082580684,2.18575920231304,,rain,0,0,Clay,30.354040679561813,6,770,0.58,False,0,0,0,0
2020-01-14,Bishnupur,24.6,93.8,1,1012.7123625415586,6.956031351213251,15.242399455649053,11.099215403431153,63.03444495040971,8.49830587417398,83.71974398473218,0.6189214538671819,4.068205505420183,none,0,0,Clay,44.87393409856109,6,770,0.58,False,0,0,0,0
2020-01-16,Bishnupur,24.6,93.8,1,1003.0758653003332,14.811483680783663,22.161494655602347,18.486489168193003,89.330292424722,7.823803571834379,62.53522141718235,1.0532028292992262,3.857883485479448,rain,0,0,Clay,29.722109690231775,6,770,0.58,False,0,0,0,0
2020-01-23,Bishnupur,24.6,93.8,1,1019.5619219556863,8.88939146629066,22.83548499920071,15.862438232745685,90.89372726461914,7.163207294840491,49.801967162276966,5.6782519291402505,7.350376212306658,rain,0,0,Clay,41.87841690078199,6,770,0.58,False,0,0,0,0
2020-01-24,Bishnupur,24.6,93.8,1,1018.207110663456,8.024344095416634,22.234585395080277,15.129464745248455,93.71355999895852,4.025864070669764,47.52717090357895,3.6166969135373592,10.348151671976835,rain,0,0,Clay,29.849543012329327,6,770,0.58,False,0,0,0,0
2020-01-26,Bishnupur,24.6,93.8,1,997.4940363890385,11.252414523761692,23.10515647400403,17.17878549888286,78.23315621518142,5.924311002475215,61.76809917471505,0.06593582355182893,9.360884666229438,none,0,0,Clay,39.0813184747832,6,770,0.58,False,0,0,0,0
2020-01-29,Bishnupur,24.6,93.8,1,1016.8683546029674,6.448134649698884,26.22804232055674,16.338088485127813,94.83513380454644,9.878840329930739,53.76159778434558,1.9610619128555737,5.643694649944762,rain,0,0,Clay,34.40767100196919,6,770,0.58,False,0,0,0,0
2020-01-31,Bishnupur,24.6,93.8,1,1015.1712624038591,5.506490342586005,26.25113146284285,15.878810902714427,89.0914613055053,10.15175057968653,34.42270804229626,6.11520230402707,8.142200040434473,rain,0,0,Clay,35.95228822891009,6,770,0.58,False,0,0,0,0
2020-02-12,Bishnupur,24.6,93.8,2,1008.7256952363175,10.686917423489188,21.88977908330226,16.288348253395725,62.81475246649102,10.912069269136074,44.32412505560204,1.168533432751991,9.244797649634634,rain,0,0,Clay,26.0292692262805,6,770,0.48,False,0,0,0,0
2020-02-12,Bishnupur,24.6,93.8,2,991.1823177605862,11.65918040194171,20.34196844490281,16.00057442342226,82.87429775128571,4.329508165945809,56.99927188243459,0.7124982975396069,7.996234034318668,none,0,0,Clay,31.925437011697934,6,770,0.48,False,0,0,0,0
2020-02-21,Bishnupur,24.6,93.8,2,995.5760405092968,8.286849184187073,17.643574193749515,12.965211688968294,64.16812162728345,7.843915749090687,50.26261764396902,0.5673564318830734,2.4483881621746715,none,0,0,Clay,26.890007174846435,6,770,0.48,False,0,0,0,0
2020-02-22,Bishnupur,24.6,93.8,2,1020.4069278387233,11.716839058818312,22.709745252628593,17.21329215572345,65.4412525549074,9.973758458045346,45.80870374062525,2.2029695401398905,3.4828242695625713,rain,0,0,Clay,36.03539322642888,6,770,0.48,False,0,0,0,0
2020-02-23,Bishnupur,24.6,93.8,2,1013.2470361836068,2.0516238818385037,18.133969105222956,10.09279649353073,64.42249445949875,12.205216565314121,60.273611359364445,6.519361969388748,9.289687941411712,rain,0,0,Clay,48.23778508252759,6,770,0.48,False,0,0,0,0
2020-02-24,Bishnupur,24.6,93.8,2,1028.314047433143,10.429337817684274,23.628387551650338,17.028862684667306,68.76628140005405,8.358770442879761,55.05192286353678,1.1818601510627322,9.904191660591371,rain,0,0,Clay,43.801250274171494,6,770,0.48,False,0,0,0,0
2020-02-25,Bishnupur,24.6,93.8,2,1006.9368449875695,4.528724604253003,19.8142483307356,12.171486467494303,76.79285607712576,7.865656909573831,50.08884169617666,0.38267595425969936,8.08389807471118,none,0,0,Clay,43.589295361905776,6,770,0.48,False,0,0,0,0
2020-02-26,Bishnupur,24.6,93.8,2,1018.3577622848451,8.889282067974598,22.696039265224083,15.79266066659934,93.54488661200241,7.691477403860438,50.955459334024894,8.62596983756419,10.190505942886624,rain,0,0,Clay,41.3463606656943,6,770,0.48,False,0,0,0,0
2020-02-26,Bishnupur,24.6,93.8,2,1012.2139992488953,12.433004556130044,19.67498945791965,16.053997007024847,68.94363203634788,5.716242226923227,81.07946446622286,3.8514852072826073,12.860130999106497,rain,0,0,Clay,41.6003104100918,6,770,0.48,False,0,0,0,0
2020-02-27,Bishnupur,24.6,93.8,2,1005.5402047574803,6.633381421928387,27.828004372484514,17.230692897206453,72.6108804430714,6.591383539724045,74.63618752257862,2.349356351589464,14.826811396436261,rain,0,0,Clay,31.73726128552698,6,770,0.48,False,0,0,0,0
2020-02-27,Bishnupur,24.6,93.8,2,1013.2396290346267,7.285625484965076,18.322534693954832,12.804080089459955,82.60372647104649,6.778794151312426,77.57388986750934,0.957846753128428,7.1586883120005,none,0,0,Clay,32.32655869674798,6,770,0.48,False,0,0,0,0
2020-03-02,Bishnupur,24.6,93.8,3,1013.6995482107111,16.21358583401515,30.658234949603628,23.435910391809387,85.69474519169334,8.637464075239599,56.273066011142014,0.3442960554837187,3.651499160201611,none,0,0,Clay,26.22083944966313,6,770,0.48,False,0,0,0,0
2020-03-18,Bishnupur,24.6,93.8,3,1021.213458264684,19.39163761813617,29.299182284817263,24.345409951476718,77.2629552605612,10.136038643672865,53.77330664143408,0.8122171055376372,2.1143599141497837,none,0,0,Clay,45.39316715016948,6,770,0.48,False,0,0,0,0
2020-03-19,Bishnupur,24.6,93.8,3,1013.1826509858329,21.777699719360395,37.58576348160291,29.681731600481655,63.333394355359474,5.116139701961372,82.57753915336995,8.0533117321641,9.209824893185456,rain,0,0,Clay,34.15048615486915,6,770,0.48,False,0,0,0,0
2020-03-19,Bishnupur,24.6,93.8,3,1008.6158016097343,15.80353346295783,34.268006596505934,25.035770029731882,71.89390002760123,5.274638594595265,67.11804908538753,15.868634138766392,24.734162976468127,rain,0,0,Clay,49.66120037181787,6,770,0.48,False,0,0,0,0
2020-03-23,Bishnupur,24.6,93.8,3,1020.5652671296407,12.0,35.03797944662212,23.51898972331106,69.14869953587774,10.237135083191909,41.776090575154775,0.6911485329630707,24.613094403893562,none,0,0,Clay,32.02872878342416,6,770,0.48,False,0,0,0,0
2020-03-25,Bishnupur,24.6,93.8,3,1011.1217054903694,18.37303075464339,36.88354764805341,27.6282892013484,84.91984304637292,8.300468183481524,58.704573997159265,1.6003211375588928,18.160103809288355,rain,0,0,Clay,34.475848612926896,6,770,0.48,False,0,0,0,0
2020-03-31,Bishnupur,24.6,93.8,3,1011.7643900383968,15.06520305220128,26.00439180672833,20.534797429464803,86.49293314692514,4.248762805748343,46.89400030956213,1.9604606024175744,4.251930272939536,rain,0,0,Clay,32.902450043091086,6,770,0.48,False,0,0,0,0
2020-04-04,Bishnupur,24.6,93.8,4,1006.5133571741111,17.97264301006739,42.0,29.986321505033693,66.98776839471354,7.459868984933975,53.66329940867542,4.342082202995513,7.902863942971978,rain,0,0,Clay,30.098520944742738,6,770,0.58,False,0,0,0,0
2020-04-07,Bishnupur,24.6,93.8,4,1013.0101828956889,16.522166345682813,34.83660671998677,25.67938653283479,81.83713268449762,8.658127429614087,80.62185281839443,8.317019637522257,14.619562442935342,rain,0,0,Clay,36.14682075313306,6,770,0.58,False,0,0,0,0
2020-04-09,Bishnupur,24.6,93.8,4,1002.4647800866552,16.78166892892979,32.41138933689124,24.596529132910515,92.36315820630884,4.149906564752385,75.38751752222555,2.650260653659986,15.309362494177753,rain,0,1,Clay,28.93761998836182,6,770,0.58,False,0,0,0,0
2020-04-10,Bishnupur,24.6,93.8,4,1021.8773858682258,14.87386676327069,36.404276856082454,25.639071809676572,76.84911213573909,9.856434302262354,46.902812731472075,0.5087403339021601,11.476020625084402,none,0,0,Clay,31.48816673725191,6,770,0.58,False,0,0,0,0
2020-04-11,Bishnupur,24.6,93.8,4,998.3568271367935,16.736908962412514,27.009804155359355,21.873356558885934,78.40132537569713,11.655570900074022,76.39914711846002,3.934298460883349,7.093299448445493,rain,0,0,Clay,33.43094492707755,6,770,0.58,False,0,0,0,0
2020-04-11,Bishnupur,24.6,93.8,4,1011.3897033555472,17.80766491067972,31.905469040626343,24.85656697565303,65.86189087791105,10.218117069620954,44.950478165440714,3.6713698011070037,8.114408595892511,rain,0,0,Clay,41.592039452292425,6,770,0.58,False,0,0,0,0
2020-04-14,Bishnupur,24.6,93.8,4,1017.3113222173735,21.047478434203043,37.03182360720803,29.039651020705538,87.81333470951951,12.009147304390506,51.161739970495425,1.763864192132657,9.369532454123007,rain,0,0,Clay,44.0185841932083,6,770,0.58,False,0,0,0,0
2020-04-15,Bishnupur,24.6,93.8,4,1024.2500933430686,15.145552019346926,29.50827592942694,22.326913974386933,74.53523360947698,6.340683774658435,67.04038126913169,1.0230892578594668,6.4583232510991255,rain,0,0,Clay,44.07275174194103,6,770,0.58,False,0,0,0,0
2020-04-25,Bishnupur,24.6,93.8,4,1020.3784363877865,12.4703710385926,31.830365827316836,22.150368432954718,82.4373414919923,9.681040680789776,68.75796670908946,7.246830609872852,10.033784059864974,rain,0,0,Clay,42.07870596492707,6,770,0.58,False,0,0,0,0
2020-04-28,Bishnupur,24.6,93.8,4,1010.3250255617294,13.509112178872769,28.633659387291196,21.071385783081983,74.35749722113046,5.358953326378692,73.27613113237652,2.0143464498845876,10.284266317616906,rain,0,0,Clay,27.232694021611188,6,770,0.58,False,0,0,0,0
2020-05-02,Bishnupur,24.6,93.8,5,1008.6522470412979,20.59273084420268,26.73750217444219,23.665116509322438,81.84199209559665,17.812665504924546,63.82897224261103,72.98608026009805,82.24725731985549,rain,0,0,Clay,68.61490183337746,6,770,0.73,False,0,0,0,0
2020-05-04,Bishnupur,24.6,93.8,5,1004.51245536874,15.389231329448325,32.771638216746126,24.080434773097224,72.0725571230367,13.915190732045946,98.12693638736859,33.99247539003757,108.9929021000202,rain,0,1,Clay,56.533014315983536,6,770,0.73,False,0,0,0,0
2020-05-05,Bishnupur,24.6,93.8,5,992.358446420345,14.022618685937257,25.0,19.51130934296863,78.56678868307479,7.3192402668077285,87.77936603713788,36.76371834083635,143.74227399097197,rain,0,0,Clay,45.831816409737954,6,770,0.73,False,0,0,0,0
2020-05-08,Bishnupur,24.6,93.8,5,993.0714121961827,20.18092449251493,30.703427715253834,25.442176103884382,83.14955655924174,17.004006698155884,62.621406751994655,65.50385132350755,136.26004505438146,rain,0,0,Clay,58.47427607083384,6,770,0.73,False,0,0,0,0
2020-05-09,Bishnupur,24.6,93.8,5,993.1076220222513,14.840584470301273,33.31710766174708,24.078846066024177,100.0,13.036550896985602,100.0,64.81769381034492,167.08526347468882,rain,0,1,Clay,61.7352462855519,6,770,0.73,False,0,0,0,0
2020-05-09,Bishnupur,24.6,93.8,5,996.1738565051824,16.362821878091417,32.26763686155486,24.31522936982314,86.65362167677681,11.248401033267525,50.55604698571345,17.578449111834455,147.8999942456869,rain,0,0,Clay,40.22463596088717,6,770,0.73,False,0,0,0,0
2020-05-09,Bishnupur,24.6,93.8,5,982.4242746221337,17.389250153298235,28.15830386075259,22.773777007025412,86.75693955629826,9.206295414659973,49.94807407726913,45.6938746226496,128.09001754482898,rain,0,0,Clay,65.6373630769991,6,770,0.73,False,0,0,0,0
2020-05-22,Bishnupur,24.6,93.8,5,1003.4548807329227,14.719403140620983,32.56463238150343,23.642017761062206,88.29722476009115,4.7013129224504135,38.650864718119266,17.014604476126465,80.28692821061053,rain,0,0,Clay,44.71528131446209,6,770,0.73,False,0,0,0,0
2020-05-28,Bishnupur,24.6,93.8,5,985.0900963529483,19.006673906560255,30.96043142967576,24.98355266811801,100.0,9.0752402813258,100.0,53.54697678042763,116.2554558792037,rain,0,1,Clay,51.78405906888497,6,770,0.73,False,0,0,0,0
2020-06-04,Bishnupur,24.6,93.8,6,1016.4593041749064,21.0826157329261,28.788978123820097,24.9357969283731,76.7628639058853,3.2761034273176026,80.76953330215622,11.280148159913509,81.8417294164676,rain,0,0,Clay,40.9100333067939,6,770,0.73,False,0,0,0,0
2020-06-12,Bishnupur,24.6,93.8,6,1017.265709852724,21.86784313381938,27.070260060852963,24.469051597336172,89.28513510999522,7.464867416157511,83.03785587361685,29.20979333327021,94.03691827361135,rain,0,0,Clay,42.66716728474977,6,770,0.73,False,0,0,0,0
2020-06-12,Bishnupur,24.6,93.8,6,980.0,21.10465126808721,27.38513530910137,24.24489328859429,100.0,28.636081671527528,100.0,196.77986358880975,237.26980508199347,rain,0,0,Clay,100.0,6,770,0.73,False,0,0,0,0
2020-06-13,Bishnupur,24.6,93.8,6,1001.4193993457626,24.099988334901138,32.97037983335778,28.53518408412946,94.1174766760216,7.698447730048665,94.71469822905996,46.44433956084042,272.4339964829204,rain,0,1,Clay,61.6424293910784,6,770,0.73,False,0,0,0,0
